name;type;lat;lng;visibility;wgs84;amsl_ft;agl_ft;state;prec_hz;prec_vt;boundary;creation_date;verification_date;validity_date;data_provider;quality_factor;city
E7602-2;Eolienne;49.988412;1.275281;JOUR ET NUIT;OUI;700.0;411;VERIFIE;conforme ;inconnu;66;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7602-3;Eolienne;49.984467;1.270289;JOUR ET NUIT;OUI;723.0;411;VERIFIE;conforme ;inconnu;66;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7602-4;Eolienne;49.985292;1.2784;JOUR ET NUIT;OUI;710.0;411;VERIFIE;conforme ;inconnu;66;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7602-5;Eolienne;49.98135;1.273456;JOUR ET NUIT;OUI;726.0;411;VERIFIE;conforme ;inconnu;66;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7602-6;Eolienne;49.97737;1.26852;JOUR ET NUIT;OUI;746.0;411;VERIFIE;conforme ;inconnu;66;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7603-1;Eolienne;49.769725;0.387012;JOUR ET NUIT;OUI;620.0;246;VERIFIE;conforme ;inconnu;52;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Fécamp
E7603-2;Eolienne;49.768512;0.385106;JOUR ET NUIT;OUI;633.0;246;VERIFIE;conforme ;inconnu;52;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Fécamp
E7603-3;Eolienne;49.767809;0.382914;JOUR ET NUIT;OUI;630.0;246;VERIFIE;conforme ;inconnu;52;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Fécamp
E7603-4;Eolienne;49.767323;0.380634;JOUR ET NUIT;OUI;623.0;246;VERIFIE;conforme ;inconnu;52;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Fécamp
E7603-5;Eolienne;49.766931;0.378281;JOUR ET NUIT;OUI;623.0;246;VERIFIE;conforme ;inconnu;52;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Fécamp
E7604-1;Eolienne;49.862937;1.521473;JOUR ET NUIT;OUI;1034.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Preuseville
E7604-2;Eolienne;49.860256;1.518331;JOUR ET NUIT;OUI;1041.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Preuseville
E7604-3;Eolienne;49.857603;1.515217;JOUR ET NUIT;OUI;1025.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7604-4;Eolienne;49.8525;1.508037;JOUR ET NUIT;OUI;1051.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Smermesnil
E7604-5;Eolienne;49.849284;1.505664;JOUR ET NUIT;OUI;1047.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Smermesnil
E7605-1;Eolienne;49.844775;1.503884;JOUR ET NUIT;OUI;1067.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7605-2;Eolienne;49.841737;1.500939;JOUR ET NUIT;OUI;1077.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7605-3;Eolienne;49.839414;1.496242;JOUR ET NUIT;OUI;1097.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Smermesnil
E7605-4 ;Eolienne;49.8362;1.493764;JOUR ET NUIT;OUI;1107.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Smermesnil
E7606-1;Eolienne;49.807834;1.511612;JOUR ET NUIT;OUI;1136.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7606-2;Eolienne;49.804548;1.511289;JOUR ET NUIT;OUI;1133.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7606-3;Eolienne;49.801356;1.510231;JOUR ET NUIT;OUI;1139.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7606-4;Eolienne;49.798342;1.508217;JOUR ET NUIT;OUI;1139.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7606-5;Eolienne;49.795337;1.506184;JOUR ET NUIT;OUI;1120.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Callengeville
E7607-1;Eolienne;49.955084;1.248287;JOUR ET NUIT;OUI;821.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7607-2;Eolienne;49.951159;1.244987;JOUR ET NUIT;OUI;801.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7607-3;Eolienne;49.955414;1.2589;JOUR ET NUIT;OUI;834.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7607-4;Eolienne;49.951381;1.254056;JOUR ET NUIT;OUI;808.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Petit-Caux
E7608-1;Eolienne;49.819742;0.939856;JOUR ET NUIT;OUI;693.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Brachy
E7608-2;Eolienne;49.816575;0.93565;JOUR ET NUIT;OUI;696.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Brachy
E7608-3;Eolienne;49.81165;0.935128;JOUR ET NUIT;OUI;716.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Brachy
E7608-4;Eolienne;49.806575;0.933067;JOUR ET NUIT;OUI;703.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Brachy
E7608-5;Eolienne;49.80227;0.929509;JOUR ET NUIT;OUI;719.0;411;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Brachy
E7609-1;Eolienne;49.840973;0.845184;JOUR ET NUIT;OUI;636.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;La Gaillarde
E7609-2;Eolienne;49.835812;0.842259;JOUR ET NUIT;OUI;669.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;La Gaillarde
E7609-3;Eolienne;49.83105;0.8357;JOUR ET NUIT;OUI;679.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Saint-Pierre-le-Viger
E7609-4;Eolienne;49.828228;0.833195;JOUR ET NUIT;OUI;676.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Saint-Pierre-le-Viger
E7609-5;Eolienne;49.823959;0.832103;JOUR ET NUIT;OUI;666.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Saint-Pierre-le-Viger
E760A-1;Eolienne;50.016834;1.3311;JOUR ET NUIT;OUI;607.0;394;VERIFIE;conforme ;inconnu;70;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760A-2;Eolienne;50.014934;1.33262;JOUR ET NUIT;OUI;627.0;394;VERIFIE;conforme ;inconnu;70;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760A-3;Eolienne;50.013039;1.334164;JOUR ET NUIT;OUI;640.0;394;VERIFIE;conforme ;inconnu;70;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760A-4;Eolienne;50.006634;1.34477;JOUR ET NUIT;OUI;660.0;394;VERIFIE;conforme ;inconnu;70;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760A-5;Eolienne;50.005325;1.347117;JOUR ET NUIT;OUI;673.0;394;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760A-6;Eolienne;50.004;1.349553;JOUR ET NUIT;OUI;679.0;394;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criel-sur-Mer
E760B-1;Eolienne;49.74325;0.984056;JOUR ET NUIT;OUI;856.0;410;VERIFIE;conforme ;inconnu;80;09/10/2017;15/12/2023;15/12/2028;SIA;10;Saint-Pierre-Bénouville
E760B-2;Eolienne;49.740778;0.988417;JOUR ET NUIT;OUI;863.0;410;VERIFIE;conforme ;inconnu;80;09/10/2017;15/12/2023;15/12/2028;SIA;10;Saint-Pierre-Bénouville
E760B-3;Eolienne;49.737445;0.991028;JOUR ET NUIT;OUI;869.0;410;VERIFIE;conforme ;inconnu;80;09/10/2017;15/12/2023;15/12/2028;SIA;10;Saint-Pierre-Bénouville
E760B-4;Eolienne;49.733862;0.989778;JOUR ET NUIT;OUI;879.0;410;VERIFIE;conforme ;inconnu;80;09/10/2017;15/12/2023;15/12/2028;SIA;10;Saint-Pierre-Bénouville
E760B-5;Eolienne;49.730534;0.987953;JOUR ET NUIT;OUI;879.0;410;VERIFIE;conforme ;inconnu;80;09/10/2017;15/12/2023;15/12/2028;SIA;10;Saint-Pierre-Bénouville
E760F-1;Eolienne;49.703417;0.768056;JOUR ET NUIT;OUI;876.0;397;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Harcanville
E760F-2;Eolienne;49.701242;0.770723;JOUR ET NUIT;OUI;889.0;397;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Harcanville
E760F-3;Eolienne;49.699062;0.773409;JOUR ET NUIT;OUI;896.0;397;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Harcanville
E760F-4;Eolienne;49.696878;0.776106;JOUR ET NUIT;OUI;906.0;397;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Harcanville
E760G-1;Eolienne;49.864117;0.74992;JOUR ET NUIT;OUI;575.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760G-2;Eolienne;49.864187;0.753075;JOUR ET NUIT;OUI;575.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760G-3;Eolienne;49.864225;0.75627;JOUR ET NUIT;OUI;572.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760G-4;Eolienne;49.864275;0.759434;JOUR ET NUIT;OUI;572.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760G-5;Eolienne;49.864312;0.762623;JOUR ET NUIT;OUI;569.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760G-6;Eolienne;49.864381;0.765667;JOUR ET NUIT;OUI;565.0;326;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Manneville-ès-Plains
E760H-1;Eolienne;49.475467;1.6345;JOUR ET NUIT;OUI;1142.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Beauvoir-en-Lyons
E760H-2;Eolienne;49.473987;1.637775;JOUR ET NUIT;OUI;1138.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Beauvoir-en-Lyons
E760H-3;Eolienne;49.471673;1.640312;JOUR ET NUIT;OUI;1145.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Avesnes-en-Bray
E760H-4;Eolienne;49.469737;1.643378;JOUR ET NUIT;OUI;1148.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Avesnes-en-Bray
E760H-5;Eolienne;49.468206;1.645923;JOUR ET NUIT;OUI;1148.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Avesnes-en-Bray
E760H-6;Eolienne;49.466573;1.648395;JOUR ET NUIT;OUI;1145.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Avesnes-en-Bray
E760I-1;Eolienne;50.0026;1.352395;JOUR ET NUIT;OUI;685.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Saint-Martin-le-Gaillard
E760I-2;Eolienne;50.001348;1.354114;JOUR ET NUIT;OUI;688.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Saint-Martin-le-Gaillard
E760J-1;Eolienne;49.955634;1.488814;JOUR ET NUIT;OUI;903.0;394;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Melleville
E760J-2;Eolienne;49.954612;1.493314;JOUR ET NUIT;OUI;903.0;394;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Melleville
E760J-3;Eolienne;49.9536;1.497778;JOUR ET NUIT;OUI;912.0;394;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Guerville
E760J-4;Eolienne;49.952334;1.503298;JOUR ET NUIT;OUI;932.0;394;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Guerville
E760J-5;Eolienne;49.95097;1.509189;JOUR ET NUIT;OUI;955.0;394;VERIFIE;conforme ;inconnu;71;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Guerville
E760K-1;Eolienne;49.757678;1.271514;JOUR ET NUIT;OUI;1060.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ardouval
E760K-2;Eolienne;49.754814;1.277545;JOUR ET NUIT;OUI;1056.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ardouval
E760K-3;Eolienne;49.752125;1.283367;JOUR ET NUIT;OUI;1073.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ardouval
E760K-4;Eolienne;49.749712;1.288431;JOUR ET NUIT;OUI;1083.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ardouval
E760K-5;Eolienne;49.747334;1.293553;JOUR ET NUIT;OUI;1089.0;410;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ardouval
E7610-1;Eolienne;49.866259;1.525448;JOUR ET NUIT;OUI;1030.0;426;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Preuseville
E7610-2;Eolienne;49.869684;1.527287;JOUR ET NUIT;OUI;1026.0;426;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Preuseville
E7610-3;Eolienne;49.872209;1.529337;JOUR ET NUIT;OUI;1013.0;426;VERIFIE;conforme ;inconnu;90;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Preuseville
E7611-1;Eolienne;49.887789;1.45335;JOUR ET NUIT;OUI;1014.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Puisenval
E7611-2;Eolienne;49.884628;1.449798;JOUR ET NUIT;OUI;1020.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Puisenval
E7611-3;Eolienne;49.881334;1.4488;JOUR ET NUIT;OUI;1004.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Fresnoy-Folny
E7611-4;Eolienne;49.877939;1.447809;JOUR ET NUIT;OUI;1037.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Fresnoy-Folny
E7611-5;Eolienne;49.874548;1.447389;JOUR ET NUIT;OUI;1033.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Fresnoy-Folny
E7611-6;Eolienne;49.866834;1.446231;JOUR ET NUIT;OUI;1053.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Fresnoy-Folny
E7611-7;Eolienne;49.860703;1.436084;JOUR ET NUIT;OUI;1060.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;07/05/2018;07/05/2023;SIA;10;Fresnoy-Folny
E7611-8;Eolienne;49.893473;1.453695;JOUR ET NUIT;OUI;1040.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;15/05/2023;15/05/2028;SIA;8;Grandcourt
E7611-9;Eolienne;49.876639;1.440473;JOUR ET NUIT;OUI;1089.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;15/05/2023;15/05/2028;SIA;8;Fresnoy-Folny
E7611-10;Eolienne;49.871945;1.439889;JOUR ET NUIT;OUI;1092.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;16/05/2023;16/05/2028;SIA;8;Fresnoy-Folny
E7611-11;Eolienne;49.867528;1.439306;JOUR ET NUIT;OUI;1096.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;17/05/2023;17/05/2028;SIA;8;Fresnoy-Folny
E7611-12;Eolienne;49.868334;1.453945;JOUR ET NUIT;OUI;1092.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;18/05/2023;18/05/2028;SIA;8;Puisenval
E7611-13;Eolienne;49.863028;1.451612;JOUR ET NUIT;OUI;1096.0;446;VERIFIE;conforme ;inconnu;103;15/05/2023;19/05/2023;19/05/2028;SIA;8;Saint Pierre des Jonquieres
E7612-1;Eolienne;49.713103;1.619792;JOUR ET NUIT;OUI;1186.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ronchois
E7612-2;Eolienne;49.710884;1.621309;JOUR ET NUIT;OUI;1179.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ronchois
E7612-3;Eolienne;49.708659;1.622823;JOUR ET NUIT;OUI;1189.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Ronchois
E7612-4;Eolienne;49.705067;1.615578;JOUR ET NUIT;OUI;1166.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Conteville
E7612-5;Eolienne;49.702742;1.616662;JOUR ET NUIT;OUI;1173.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Conteville
E7612-6;Eolienne;49.700489;1.617698;JOUR ET NUIT;OUI;1173.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Conteville
E7613-1;Eolienne;49.837917;0.570067;JOUR ET NUIT;OUI;646.0;397;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Veulettes-sur-Mer
E7613-2;Eolienne;49.836187;0.571931;JOUR ET NUIT;OUI;653.0;397;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Veulettes-sur-Mer
E7613-3;Eolienne;49.837653;0.575228;JOUR ET NUIT;OUI;646.0;397;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Veulettes-sur-Mer
E7613-4;Eolienne;49.839214;0.578684;JOUR ET NUIT;OUI;646.0;397;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Veulettes-sur-Mer
E7614-1;Eolienne;49.692948;1.702159;JOUR ET NUIT;OUI;1114.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Lannoy-Cuillère
E7614-2;Eolienne;49.691212;1.704256;JOUR ET NUIT;OUI;1120.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Lannoy-Cuillère
E7614-3;Eolienne;49.689481;1.70635;JOUR ET NUIT;OUI;1104.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Lannoy-Cuillère
E7614-4;Eolienne;49.687731;1.697698;JOUR ET NUIT;OUI;1130.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Lannoy-Cuillère
E7614-5;Eolienne;49.685823;1.699706;JOUR ET NUIT;OUI;1130.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criquiers
E7614-6;Eolienne;49.683814;1.701809;JOUR ET NUIT;OUI;1130.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criquiers
E7615-1;Eolienne;49.683634;1.662609;JOUR ET NUIT;OUI;1176.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criquiers
E7615-2;Eolienne;49.681617;1.665875;JOUR ET NUIT;OUI;1173.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criquiers
E7615-3;Eolienne;49.679448;1.66932;JOUR ET NUIT;OUI;1179.0;392;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;8;Criquiers
E7616-1;Eolienne;49.8841;0.914684;JOUR ET NUIT;OUI;529.0;365;VERIFIE;conforme ;inconnu;82;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;6;Le Bourg-Dun
E7616-2;Eolienne;49.880228;0.915498;JOUR ET NUIT;OUI;539.0;365;VERIFIE;conforme ;inconnu;82;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;6;Le Bourg-Dun
E7616-3;Eolienne;49.877089;0.913481;JOUR ET NUIT;OUI;536.0;365;VERIFIE;conforme ;inconnu;82;09/10/2017;07/05/2018;07/05/2023;DIRCAM/DIA;6;Le Bourg-Dun
E7616-4;Eolienne;49.866137;0.915092;JOUR ET NUIT;OUI;539.0;365;VERIFIE;conforme ;inconnu;82;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;6;Le Bourg-Dun
E7616-5;Eolienne;49.867062;0.920434;JOUR ET NUIT;OUI;529.0;365;VERIFIE;conforme ;inconnu;82;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;6;Le Bourg-Dun
E7617-1;Eolienne;49.793806;0.593778;JOUR ET NUIT;OUI;755.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;16/04/2021;16/04/2026;DIRCAM/DIA;8;Ouainville
E7617-2;Eolienne;49.792306;0.598723;JOUR ET NUIT;OUI;758.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;16/04/2021;16/04/2026;DIRCAM/DIA;8;Ouainville
E7617-3;Eolienne;49.790445;0.601778;JOUR ET NUIT;OUI;706.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;16/04/2021;16/04/2026;DIRCAM/DIA;8;Ouainville
E7617-4;Eolienne;49.78825;0.604723;JOUR ET NUIT;OUI;751.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;16/04/2021;16/04/2026;DIRCAM/DIA;8;Ouainville
E7617-5;Eolienne;49.7855;0.606556;JOUR ET NUIT;OUI;774.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;16/04/2021;16/04/2026;DIRCAM/DIA;8;Ouainville
E7618-1;Eolienne;49.802178;0.576289;JOUR ET NUIT;OUI;709.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;8;Canouville
E7618-2;Eolienne;49.800306;0.576978;JOUR ET NUIT;OUI;729.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;8;Canouville
E7618-3;Eolienne;49.798562;0.578287;JOUR ET NUIT;OUI;735.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;8;Canouville
E7618-4;Eolienne;49.796692;0.578973;JOUR ET NUIT;OUI;735.0;407;VERIFIE;conforme ;inconnu;92;09/10/2017;18/07/2018;18/07/2023;DIRCAM/DIA;8;Canouville
E7618-5;Eolienne;49.804028;0.575528;JOUR ET NUIT;OUI;699.0;407;VERIFIE;conforme ;inconnu;92;15/01/2021;15/01/2021;15/01/2026;DIRCAM/DIA;8;Canouville
E7619-1;Eolienne;49.402084;1.282195;JOUR ET NUIT;OUI;865.0;360;VERIFIE;conforme ;inconnu;92;09/10/2017;27/06/2023;27/06/2028;SIA;10;Mesnil-Raoul
E7619-2;Eolienne;49.398084;1.283889;JOUR ET NUIT;OUI;882.0;360;VERIFIE;conforme ;inconnu;92;09/10/2017;27/06/2023;27/06/2028;SIA;10;Mesnil-Raoul
E7619-3;Eolienne;49.395112;1.286667;JOUR ET NUIT;OUI;872.0;360;VERIFIE;conforme ;inconnu;92;09/10/2017;27/06/2023;27/06/2028;SIA;10;Mesnil-Raoul
E7619-4;Eolienne;49.392889;1.289917;JOUR ET NUIT;OUI;872.0;360;VERIFIE;conforme ;inconnu;92;09/10/2017;27/06/2023;27/06/2028;SIA;10;Mesnil-Raoul
E7619-5;Eolienne;49.390028;1.291639;JOUR ET NUIT;OUI;859.0;360;VERIFIE;conforme ;inconnu;92;09/10/2017;27/06/2023;27/06/2028;SIA;10;Mesnil-Raoul
E7620-1;Eolienne;49.7925;1.511389;JOUR ET NUIT;OUI;1233.0;492;VERIFIE;conforme ;inconnu;100;07/05/2018;16/04/2021;16/04/2026;DIRCAM/DIA;8;Vatierville
